,Service,Rating,Hires,Price,Zip Code,Price Type,Services,Type,Segments,Implied Revenue
902,MRA Construction LLC,5.0,,1.0,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
903,Resolute Roofing Inc.,5.0,2.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
904,Roof Fix Houston,4.0,79.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
905,"Campbell Roofing & Solar, LLC",5.0,31.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
906,"FF Roofing, LLC",5.0,13.0,350.0,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,4550.0
907,Framing & Siding Construction LLC,4.5,58.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
908,Quality Allied Roofing,5.0,24.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
909,Marvel Construction & Remodeling.,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
910,HHH Roofing & Construction,4.5,7.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
911,Vista Roofing and Restoration,5.0,2.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
912,MB HomeSolutions,4.5,27.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
913,Bd Contractor and Roofing,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
914,Affluent Exteriors,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
915,Pro roofing contractor flat roof specialist,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
916,Walk-On Roofing,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
917,"Elite Construction Services, LLC",5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
918,"Ridgeback Roofing, LLC",4.5,3.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
919,Transblue Cypress,5.0,4.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
920,8315 Greys Ln,5.0,,350.0,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
921,I Can Roofing,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
922,Roofworks and Construction,5.0,2.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
923,Vanguard Contractor,,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
924,"Ashlor Construction, Roofing, & Aerial Services",5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
925,Pro Advanced Construction LLC (PAC),5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
926,JM ROOFING .COM,5.0,14.0,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
927,Relia Roofing & Construction,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
928,Jv Roofing Solutions,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
929,Christoseal,5.0,,,77002,,Roof Installation or Replacement,Peripheral,Home Improvement,
930,TMI (Time + Money = Investment),4.5,13.0,50.0,36104,hourly,Gutter Repair,Peripheral,Home Improvement,650.0
931,Express Handy Services,5.0,,,36104,,Gutter Repair,Peripheral,Home Improvement,
932,Amanda Ramey,4.0,15.0,40.0,36104,hourly,Gutter Repair,Peripheral,Home Improvement,600.0
933,LawnStarter Lawn Care,4.0,362.0,29.0,55102,,Lawn Mower Repair,Peripheral,Home Improvement,10498.0
934,Zenith Property Services,5.0,6.0,35.0,55102,,Lawn Mower Repair,Peripheral,Home Improvement,210.0
935,Extreme Green Lawncare,5.0,2.0,,55102,,Lawn Mower Repair,Peripheral,Home Improvement,
936,H&LW management,5.0,2.0,40.0,55102,,Lawn Mower Repair,Peripheral,Home Improvement,80.0
937,Miller Striping & Services,5.0,7.0,40.0,55102,,Lawn Mower Repair,Peripheral,Home Improvement,280.0
938,Sota Outdoor Services,5.0,17.0,1.0,55102,,Lawn Mower Repair,Peripheral,Home Improvement,17.0
939,Terraform Landscaping,5.0,2.0,,55102,,Lawn Mower Repair,Peripheral,Home Improvement,
940,Wil + Faye Interiors,5.0,19.0,85.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1615.0
941,Gracie Lane Interiors,5.0,,80.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
942,Alyssa Dale Design,5.0,6.0,60.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,360.0
943,George Miller Designs,5.0,31.0,75.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,2325.0
944,Simply Sam Organization + Design,4.5,21.0,95.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1995.0
945,Artopia Interiors,4.5,26.0,75.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1950.0
946,Chandlar Glassett Interiors,5.0,,100.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
947,LUCA CASA Interior Design Salt Lake CIty,1.0,,,84111,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
948,Styled Life Design,5.0,10.0,150.0,84111,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1500.0
949,⚡SHOCK TREATMENT ELECTRICAL CONTRACTOR⚡,5.0,187.0,,20001,,Gutter Repair,Peripheral,Home Improvement,
950,FixTman LLC (DC Top Pro),5.0,2040.0,90.0,20001,hourly,Gutter Repair,Peripheral,Home Improvement,183600.0
951,7-C's Contracting LLC,5.0,,,20001,,Gutter Repair,Peripheral,Home Improvement,
952,HTC First Construction,4.5,9.0,,20001,,Gutter Repair,Peripheral,Home Improvement,
953,All-Pro Contractors,5.0,50.0,,11021,,Gutter Repair,Peripheral,Home Improvement,
954,Handyman USA,5.0,266.0,80.0,11021,hourly,Gutter Repair,Peripheral,Home Improvement,21280.0
955,Top notch builders 1 llc,5.0,,250.0,11021,hourly,Gutter Repair,Peripheral,Home Improvement,
956,TimeLapsDesign,4.0,5.0,50.0,11021,hourly,Gutter Repair,Peripheral,Home Improvement,250.0
957,Ariel Consultants,5.0,52.0,,11021,,Gutter Repair,Peripheral,Home Improvement,
958,Better,5.0,,68.0,11021,hourly,Gutter Repair,Peripheral,Home Improvement,
959,Simply Handy Services,5.0,29.0,60.0,28105,hourly,Gutter Repair,Peripheral,Home Improvement,1740.0
960,TruBlue of Charlotte,5.0,56.0,,28105,,Gutter Repair,Peripheral,Home Improvement,
961,Rockbottom Renovations and Consulting,5.0,,75.0,28105,hourly,Gutter Repair,Peripheral,Home Improvement,
962,Absolute Pro Services LLC,4.5,26.0,60.0,28105,hourly,Gutter Repair,Peripheral,Home Improvement,1560.0
963,Mully inc,5.0,,60.0,28105,hourly,Gutter Repair,Peripheral,Home Improvement,
964,A.P.S.,5.0,2.0,60.0,28105,hourly,Gutter Repair,Peripheral,Home Improvement,120.0
965,European Chic cleaning,4.0,5.0,,59623,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
966,Get it done right!,5.0,23.0,60.0,23454,hourly,Gutter Repair,Peripheral,Home Improvement,1380.0
967,Reid's Mechanical Services LLC,5.0,56.0,80.0,23454,hourly,Gutter Repair,Peripheral,Home Improvement,4480.0
968,Stevens Enterprise,5.0,307.0,,23454,,Gutter Repair,Peripheral,Home Improvement,
969,360 Maintenance & Repair LLC,4.5,12.0,60.0,23454,hourly,Gutter Repair,Peripheral,Home Improvement,720.0
970,Alfa omega services,4.0,14.0,48.0,23454,hourly,Gutter Repair,Peripheral,Home Improvement,672.0
971,"The Able Abode, LLC",5.0,9.0,50.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,450.0
972,KBC Designs LLC,5.0,2.0,60.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,120.0
973,FABPAD LLC,5.0,,80.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
974,Measure Architects PLLC,5.0,26.0,90.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,2340.0
975,"Spaces by Asia, LLC",5.0,4.0,50.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,200.0
976,Gabrielle Carpenter Interior Design,,,75.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
977,Purgistics,5.0,,75.0,23219,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
978,Marshal Street Design,5.0,,,23219,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
979,DanyMac's Interior Designs,,,,23219,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
980,SANTIAGO’S CLEANING SERVICE,4.5,275.0,130.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,35750.0
981,Green Method Cleaning,5.0,38.0,110.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,4180.0
982,Filipino Cleaning Service,4.5,87.0,200.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,17400.0
983,Alondra’s Cleaning Services,4.5,196.0,100.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,19600.0
984,Green olvera’s cleaning,4.5,10.0,80.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,800.0
985,J Smith cleaning services,5.0,,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
986,Able Hands Professional Cleaning,5.0,3.0,80.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,240.0
987,Essential Cleaning,5.0,,90.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
988,Royal Cleaning LV,5.0,,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
989,Northwest cleaning,5.0,,75.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
990,Jessica Clark,4.0,,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
991,Bizzy B cleaning services,3.5,3.0,82.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,246.0
992,B & L House Cleaning,5.0,,100.0,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
993,You've Got Maids,4.0,40.0,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
994,Mara’s Cleaning Services,5.0,,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
995,"Little Dog, Big Love!",5.0,,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
996,Jayne Hyduk’s Cleaning Service,,,,89101,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
997,Ally Roofing LLC,5.0,15.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
998,Mzx construction,5.0,48.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
999,All Star Contractor LLC,5.0,,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1000,S&G Roofing,5.0,,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1001,Home Evolution,4.5,32.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1002,Climate Shield Roofing,4.5,14.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1003,East Coast Construction,4.5,36.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1004,Done right remodeling,5.0,12.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1005,Rider Home Improvement,4.5,61.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1006,Top Care Industries LLC.,5.0,2.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1007,ABETTER CONSTRUCTION LLC,5.0,,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1008,Elite Contracting,5.0,8.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1009,Gold Star Roofing,,,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1010,Clean Environmental Solutions,3.5,2.0,,12207,,Roof Installation or Replacement,Peripheral,Home Improvement,
1011,YurisCleaningServices,5.0,61.0,110.0,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,6710.0
1012,Aesthetically Clean LLC,5.0,25.0,80.0,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,2000.0
1013,Express Home Cleaning,4.5,191.0,80.0,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,15280.0
1014,Clean It,5.0,7.0,100.0,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,700.0
1015,Beez cleaning,5.0,,50.0,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1016,Yellow Gloves and Me LLC,,,,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1017,Reliable cleaner,5.0,,55.0,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1018,Two Girls Cleaning,5.0,,,68102,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1019,Carolina Clean NC,4.5,41.0,70.0,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,2870.0
1020,RIVA'S Housekeeping LLC,4.5,52.0,90.0,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,4680.0
1021,Sparkling Clean,5.0,14.0,90.0,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,1260.0
1022,Evimero Executive Touch,5.0,3.0,,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1023,Andrea’s Brazilian House Cleaning,5.0,59.0,120.0,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,7080.0
1024,M. Raudales Cleaning Services LLC,5.0,,,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1025,Corbin Cleaning,5.0,,80.0,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1026,Ingrid Cleaning Services llc,5.0,,,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1027,MaidPro,4.0,55.0,120.0,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,6600.0
1028,AC Harris Total Home Care Services,5.0,4.0,,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1029,Rosie’s Cleaner,,,,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1030,Maggie's house cleaning services,,,,27601,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1031,Craftsman Exteriors,5.0,,,53703,,Roof Installation or Replacement,Peripheral,Home Improvement,
1032,Superior Renovation Solutions LLC.,5.0,12.0,,53703,,Roof Installation or Replacement,Peripheral,Home Improvement,
1033,V&V roofing construction,4.0,,,53703,,Roof Installation or Replacement,Peripheral,Home Improvement,
1034,LawnStarter Lawn Care,4.0,362.0,29.0,53703,,Lawn Mower Repair,Peripheral,Home Improvement,10498.0
1035,Green Acres Lawn & Landscape LLC,4.5,43.0,38.0,53703,,Lawn Mower Repair,Peripheral,Home Improvement,1634.0
1036,Lawn Love Lawn Care,3.0,207.0,35.0,53703,,Lawn Mower Repair,Peripheral,Home Improvement,7245.0
1037,Crown Lawn Care LLC,5.0,4.0,33.0,53703,,Lawn Mower Repair,Peripheral,Home Improvement,132.0
1038,Liz New Growth Landscape,5.0,16.0,40.0,53703,,Lawn Mower Repair,Peripheral,Home Improvement,640.0
1039,TurfBot Robotic Mowing,5.0,2.0,,53703,,Lawn Mower Repair,Peripheral,Home Improvement,
1040,Daniel’s landscaping,4.5,19.0,40.0,53703,,Lawn Mower Repair,Peripheral,Home Improvement,760.0
1041,Lawn Snow,5.0,7.0,,53703,,Lawn Mower Repair,Peripheral,Home Improvement,
1042,INDEPTH CLEANING SERVICES,5.0,20.0,90.0,39205,,Hot Tub and Spa Repair,Peripheral,Home Improvement,1800.0
1043,Margo's Cleaning Service,5.0,5.0,75.0,39205,,Hot Tub and Spa Repair,Peripheral,Home Improvement,375.0
1044,PRIME CLEANING TEXAS,5.0,129.0,100.0,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,12900.0
1045,Mary's Cleaning Services,4.5,105.0,115.0,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,12075.0
1046,Maids by Ana,5.0,,,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1047,Easyway Maid Service,4.5,11.0,167.0,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,1837.0
1048,Elizabeth Vargas,5.0,,,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1049,Kathy’s cleaning services,5.0,,110.0,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1050,Twila,,,60.0,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1051,Queen of Clean ATX,5.0,16.0,70.0,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,1120.0
1052,María González,5.0,,,78701,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1053,LawnStarter Lawn Care,4.0,522.0,29.0,12207,,Lawn Mower Repair,Peripheral,Home Improvement,15138.0
1054,THE LAWN RANGER,5.0,98.0,,12207,,Lawn Mower Repair,Peripheral,Home Improvement,
1055,Conner L.L.C.,3.5,6.0,35.0,12207,,Lawn Mower Repair,Peripheral,Home Improvement,210.0
1056,Marshal And tucker contracting Corp,5.0,122.0,,12207,,Lawn Mower Repair,Peripheral,Home Improvement,
1057,Lawn Care and Garden Maintenance,5.0,,45.0,12207,,Lawn Mower Repair,Peripheral,Home Improvement,
1058,Above Grace Interior Designs,4.5,12.0,,48226,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1059,VERSA,5.0,16.0,100.0,48226,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1600.0
1060,Frederick Sterling Interiors,5.0,2.0,75.0,48226,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,150.0
1061,The Trend Interior Design Group,,,,48226,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1062,Milany Interiors,,,70.0,48226,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1063,"BLOOM That ROOM Home Staging & reDesign, LLC",5.0,,,48226,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1064,JAH-Design Spaces,5.0,,,48226,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1065,RTA Cabinets,5.0,,,48226,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1066,"Space, inc",,,,48226,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1067,M&I professional cleaning services,5.0,13.0,,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1068,Comfort moving ky,5.0,34.0,70.0,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,2380.0
1069,Nicole,5.0,4.0,75.0,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,300.0
1070,Kristall Klean,5.0,66.0,60.0,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,3960.0
1071,Maids that Shine LLC,5.0,8.0,100.0,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,800.0
1072,Cleaning Solutions,,,75.0,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1073,Express Moving and Delivery Services,4.5,32.0,95.0,40507,,Hot Tub and Spa Repair,Peripheral,Home Improvement,3040.0
1074,Ruth cleaning.,5.0,134.0,,99501,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1075,Marioli cleaning,4.5,19.0,200.0,99501,,Hot Tub and Spa Repair,Peripheral,Home Improvement,3800.0
1076,Visan professional Cleaning,5.0,,,99501,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
1077,Animal House Janitorial and Maintenance,4.5,89.0,100.0,99501,,Hot Tub and Spa Repair,Peripheral,Home Improvement,8900.0
1078,All Decked Out,5.0,,60.0,36104,,General Carpentry,Peripheral,Home Improvement,
1079,TMI (Time + Money = Investment),4.5,13.0,,36104,,General Carpentry,Peripheral,Home Improvement,
1080,Abode Above Interiors,5.0,,90.0,19901,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1081,Hauzienda Studio LLC,5.0,,85.0,19901,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
1082,Savvy Spaces by Arti LLC,5.0,5.0,60.0,19901,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,300.0
